example_id,machine_id,machine_type,plant_area,shift,temperature_c,vibration_mm_s,pressure_bar,rpm,noise_db,oil_quality_pct,hours_since_service,error_code,technician_note,sensor_summary,machine_report,system_prompt,user_prompt,assistant_response,recommended_action,severity
ollama-ex-04035,MIX-4035,mixing vessel,line 2,night,104.3,11.5,13.1,2362,109.2,5.4,783,E-STOP-777,temperature and vibration crossed the shutdown threshold together,severe multi-sensor alarm,"Machine MIX-4035 is a mixing vessel in the line 2 area on the night shift. Sensors report temperature 104.3 C, vibration 11.5 mm/s, pressure 13.1 bar, rpm 2362, noise 109.2 dB, oil quality 5.4 percent, and 783 hours since service. Error code: E-STOP-777. Operator note: temperature and vibration crossed the shutdown threshold together. Summary: severe multi-sensor alarm.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: MIX-4035
Machine type: mixing vessel
Plant area: line 2
Shift: night
Temperature C: 104.3
Vibration mm/s: 11.5
Pressure bar: 13.1
RPM: 2362
Noise dB: 109.2
Oil quality percent: 5.4
Hours since service: 783
Error code: E-STOP-777
Technician note: temperature and vibration crossed the shutdown threshold together
Sensor summary: severe multi-sensor alarm","{""confidence"": 0.95, ""immediate_steps"": [""Initiate emergency shutdown."", ""Do not restart the machine."", ""Preserve the alarm state for maintenance investigation.""], ""maintenance_plan"": ""Lock out the machine, inspect the drive, bearings, cooling path, and controls, then approve restart only after corrective action."", ""recommended_action"": ""emergency_shutdown"", ""root_cause_hypothesis"": ""The combination of overheat, severe vibration, and alarm code indicates an unsafe condition."", ""safety_note"": ""Do not attempt to continue production under a critical alarm."", ""severity"": ""critical""}",emergency_shutdown,critical
ollama-ex-04313,PKG-4313,packaging line,fabrication,night,107.5,11.6,10.8,2316,112.2,10.4,601,E-STOP-777,temperature and vibration crossed the shutdown threshold together,severe multi-sensor alarm,"Machine PKG-4313 is a packaging line in the fabrication area on the night shift. Sensors report temperature 107.5 C, vibration 11.6 mm/s, pressure 10.8 bar, rpm 2316, noise 112.2 dB, oil quality 10.4 percent, and 601 hours since service. Error code: E-STOP-777. Operator note: temperature and vibration crossed the shutdown threshold together. Summary: severe multi-sensor alarm.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: PKG-4313
Machine type: packaging line
Plant area: fabrication
Shift: night
Temperature C: 107.5
Vibration mm/s: 11.6
Pressure bar: 10.8
RPM: 2316
Noise dB: 112.2
Oil quality percent: 10.4
Hours since service: 601
Error code: E-STOP-777
Technician note: temperature and vibration crossed the shutdown threshold together
Sensor summary: severe multi-sensor alarm","{""confidence"": 0.89, ""immediate_steps"": [""Initiate emergency shutdown."", ""Do not restart the machine."", ""Preserve the alarm state for maintenance investigation.""], ""maintenance_plan"": ""Perform a full maintenance inspection and root-cause review before any restart is authorized."", ""recommended_action"": ""emergency_shutdown"", ""root_cause_hypothesis"": ""Multiple critical sensors exceeded safe operating thresholds."", ""safety_note"": ""Do not attempt to continue production under a critical alarm."", ""severity"": ""critical""}",emergency_shutdown,critical
ollama-ex-03179,CNC-3179,CNC mill,quality lab,afternoon,71.3,3.3,3.3,1417,75.2,60.9,237,FILTER-401,inlet pressure is low and the filter indicator is near the red band,clogged filter pattern,"Machine CNC-3179 is a CNC mill in the quality lab area on the afternoon shift. Sensors report temperature 71.3 C, vibration 3.3 mm/s, pressure 3.3 bar, rpm 1417, noise 75.2 dB, oil quality 60.9 percent, and 237 hours since service. Error code: FILTER-401. Operator note: inlet pressure is low and the filter indicator is near the red band. Summary: clogged filter pattern.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: CNC-3179
Machine type: CNC mill
Plant area: quality lab
Shift: afternoon
Temperature C: 71.3
Vibration mm/s: 3.3
Pressure bar: 3.3
RPM: 1417
Noise dB: 75.2
Oil quality percent: 60.9
Hours since service: 237
Error code: FILTER-401
Technician note: inlet pressure is low and the filter indicator is near the red band
Sensor summary: clogged filter pattern","{""confidence"": 0.85, ""immediate_steps"": [""Check upstream flow and pressure readings."", ""Confirm the filter part number."", ""Replace the filter at the next safe stop.""], ""maintenance_plan"": ""Change the intake filter and review whether the service interval should be shortened for this material."", ""recommended_action"": ""replace_filter"", ""root_cause_hypothesis"": ""Low pressure and flow warnings indicate a restricted or clogged filter."", ""safety_note"": ""Depressurize the system before opening the filter housing."", ""severity"": ""medium""}",replace_filter,medium
ollama-ex-02607,CMP-2607,compressor,warehouse,morning,75.0,2.7,3.5,1384,67.8,50.7,444,FILTER-401,inlet pressure is low and the filter indicator is near the red band,clogged filter pattern,"Machine CMP-2607 is a compressor in the warehouse area on the morning shift. Sensors report temperature 75.0 C, vibration 2.7 mm/s, pressure 3.5 bar, rpm 1384, noise 67.8 dB, oil quality 50.7 percent, and 444 hours since service. Error code: FILTER-401. Operator note: inlet pressure is low and the filter indicator is near the red band. Summary: clogged filter pattern.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: CMP-2607
Machine type: compressor
Plant area: warehouse
Shift: morning
Temperature C: 75.0
Vibration mm/s: 2.7
Pressure bar: 3.5
RPM: 1384
Noise dB: 67.8
Oil quality percent: 50.7
Hours since service: 444
Error code: FILTER-401
Technician note: inlet pressure is low and the filter indicator is near the red band
Sensor summary: clogged filter pattern","{""confidence"": 0.8, ""immediate_steps"": [""Reduce throughput if product quality starts drifting."", ""Inspect the filter indicator and intake housing."", ""Prepare a replacement filter before the next batch.""], ""maintenance_plan"": ""Change the intake filter and review whether the service interval should be shortened for this material."", ""recommended_action"": ""replace_filter"", ""root_cause_hypothesis"": ""The pressure drop is more consistent with filter restriction than a drive fault."", ""safety_note"": ""Depressurize the system before opening the filter housing."", ""severity"": ""medium""}",replace_filter,medium
ollama-ex-03990,PKG-3990,packaging line,utilities,afternoon,72.5,5.6,7.5,1578,89.4,20.1,581,VIB-610,operator reports a dry squeal during startup and shutdown,friction pattern near bearings,"Machine PKG-3990 is a packaging line in the utilities area on the afternoon shift. Sensors report temperature 72.5 C, vibration 5.6 mm/s, pressure 7.5 bar, rpm 1578, noise 89.4 dB, oil quality 20.1 percent, and 581 hours since service. Error code: VIB-610. Operator note: operator reports a dry squeal during startup and shutdown. Summary: friction pattern near bearings.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: PKG-3990
Machine type: packaging line
Plant area: utilities
Shift: afternoon
Temperature C: 72.5
Vibration mm/s: 5.6
Pressure bar: 7.5
RPM: 1578
Noise dB: 89.4
Oil quality percent: 20.1
Hours since service: 581
Error code: VIB-610
Technician note: operator reports a dry squeal during startup and shutdown
Sensor summary: friction pattern near bearings","{""confidence"": 0.83, ""immediate_steps"": [""Alert maintenance before the next long batch."", ""Avoid high-speed operation until lubrication is checked."", ""Listen for repeated squeal during startup and shutdown.""], ""maintenance_plan"": ""Lubricate the bearings, inspect for wear, and trend vibration after restart."", ""recommended_action"": ""lubricate_bearings"", ""root_cause_hypothesis"": ""The readings match a dry or under-lubricated bearing signature."", ""safety_note"": ""Stop the machine if vibration enters the critical band or if bearing temperature rises further."", ""severity"": ""high""}",lubricate_bearings,high
ollama-ex-00424,PMP-0424,industrial pump,warehouse,night,63.1,1.7,5.4,1453,65.3,82.4,23,INFO-100,all readings are stable and output quality is within tolerance,no maintenance action required,"Machine PMP-0424 is an industrial pump in the warehouse area on the night shift. Sensors report temperature 63.1 C, vibration 1.7 mm/s, pressure 5.4 bar, rpm 1453, noise 65.3 dB, oil quality 82.4 percent, and 23 hours since service. Error code: INFO-100. Operator note: all readings are stable and output quality is within tolerance. Summary: no maintenance action required.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: PMP-0424
Machine type: industrial pump
Plant area: warehouse
Shift: night
Temperature C: 63.1
Vibration mm/s: 1.7
Pressure bar: 5.4
RPM: 1453
Noise dB: 65.3
Oil quality percent: 82.4
Hours since service: 23
Error code: INFO-100
Technician note: all readings are stable and output quality is within tolerance
Sensor summary: no maintenance action required","{""confidence"": 0.88, ""immediate_steps"": [""Continue normal production."", ""Record the reading in the shift log."", ""Recheck the machine during the next routine walk-around.""], ""maintenance_plan"": ""Continue standard monitoring and perform the next planned service on schedule."", ""recommended_action"": ""normal_operation"", ""root_cause_hypothesis"": ""The readings match normal operating baselines for this machine type."", ""safety_note"": ""Maintain normal guarding and lockout procedures during routine service."", ""severity"": ""low""}",normal_operation,low
ollama-ex-02570,PMP-2570,industrial pump,quality lab,afternoon,66.3,3.2,3.8,1423,74.7,59.9,463,FILTER-401,operator reports reduced flow after the last material changeover,pressure drop around intake,"Machine PMP-2570 is an industrial pump in the quality lab area on the afternoon shift. Sensors report temperature 66.3 C, vibration 3.2 mm/s, pressure 3.8 bar, rpm 1423, noise 74.7 dB, oil quality 59.9 percent, and 463 hours since service. Error code: FILTER-401. Operator note: operator reports reduced flow after the last material changeover. Summary: pressure drop around intake.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: PMP-2570
Machine type: industrial pump
Plant area: quality lab
Shift: afternoon
Temperature C: 66.3
Vibration mm/s: 3.2
Pressure bar: 3.8
RPM: 1423
Noise dB: 74.7
Oil quality percent: 59.9
Hours since service: 463
Error code: FILTER-401
Technician note: operator reports reduced flow after the last material changeover
Sensor summary: pressure drop around intake","{""confidence"": 0.82, ""immediate_steps"": [""Reduce throughput if product quality starts drifting."", ""Inspect the filter indicator and intake housing."", ""Prepare a replacement filter before the next batch.""], ""maintenance_plan"": ""Change the intake filter and review whether the service interval should be shortened for this material."", ""recommended_action"": ""replace_filter"", ""root_cause_hypothesis"": ""The telemetry suggests the intake filter is limiting flow through the machine."", ""safety_note"": ""Depressurize the system before opening the filter housing."", ""severity"": ""medium""}",replace_filter,medium
ollama-ex-03451,CNC-3451,CNC mill,line 1,night,85.7,6.9,5.1,1143,83.1,38.4,510,BEARING-240,operator reports a dry squeal during startup and shutdown,high vibration with poor oil quality,"Machine CNC-3451 is a CNC mill in the line 1 area on the night shift. Sensors report temperature 85.7 C, vibration 6.9 mm/s, pressure 5.1 bar, rpm 1143, noise 83.1 dB, oil quality 38.4 percent, and 510 hours since service. Error code: BEARING-240. Operator note: operator reports a dry squeal during startup and shutdown. Summary: high vibration with poor oil quality.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: CNC-3451
Machine type: CNC mill
Plant area: line 1
Shift: night
Temperature C: 85.7
Vibration mm/s: 6.9
Pressure bar: 5.1
RPM: 1143
Noise dB: 83.1
Oil quality percent: 38.4
Hours since service: 510
Error code: BEARING-240
Technician note: operator reports a dry squeal during startup and shutdown
Sensor summary: high vibration with poor oil quality","{""confidence"": 0.89, ""immediate_steps"": [""Alert maintenance before the next long batch."", ""Avoid high-speed operation until lubrication is checked."", ""Listen for repeated squeal during startup and shutdown.""], ""maintenance_plan"": ""Lubricate the bearings, inspect for wear, and trend vibration after restart."", ""recommended_action"": ""lubricate_bearings"", ""root_cause_hypothesis"": ""The high vibration and low oil quality suggest bearing lubrication breakdown."", ""safety_note"": ""Stop the machine if vibration enters the critical band or if bearing temperature rises further."", ""severity"": ""high""}",lubricate_bearings,high
ollama-ex-01078,MIX-1078,mixing vessel,assembly,morning,77.5,4.2,6.4,1141,75.4,73.2,197,WARN-225,minor drift was noticed across two shifts but production is continuing,watch-list condition,"Machine MIX-1078 is a mixing vessel in the assembly area on the morning shift. Sensors report temperature 77.5 C, vibration 4.2 mm/s, pressure 6.4 bar, rpm 1141, noise 75.4 dB, oil quality 73.2 percent, and 197 hours since service. Error code: WARN-225. Operator note: minor drift was noticed across two shifts but production is continuing. Summary: watch-list condition.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: MIX-1078
Machine type: mixing vessel
Plant area: assembly
Shift: morning
Temperature C: 77.5
Vibration mm/s: 4.2
Pressure bar: 6.4
RPM: 1141
Noise dB: 75.4
Oil quality percent: 73.2
Hours since service: 197
Error code: WARN-225
Technician note: minor drift was noticed across two shifts but production is continuing
Sensor summary: watch-list condition","{""confidence"": 0.79, ""immediate_steps"": [""Keep the machine under observation."", ""Add the asset to the next maintenance window."", ""Compare current telemetry with the last three shift logs.""], ""maintenance_plan"": ""Schedule inspection during the next planned downtime and check alignment, guards, belts, and sensor calibration."", ""recommended_action"": ""schedule_inspection"", ""root_cause_hypothesis"": ""The telemetry shows early drift but not an immediate failure condition."", ""safety_note"": ""If vibration or temperature rises sharply, stop the machine and reassess the risk."", ""severity"": ""medium""}",schedule_inspection,medium
ollama-ex-02583,MLD-2583,injection molder,warehouse,morning,74.7,2.3,3.5,1490,67.0,40.3,311,PRESS-190,operator reports reduced flow after the last material changeover,filter replacement likely,"Machine MLD-2583 is an injection molder in the warehouse area on the morning shift. Sensors report temperature 74.7 C, vibration 2.3 mm/s, pressure 3.5 bar, rpm 1490, noise 67.0 dB, oil quality 40.3 percent, and 311 hours since service. Error code: PRESS-190. Operator note: operator reports reduced flow after the last material changeover. Summary: filter replacement likely.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: MLD-2583
Machine type: injection molder
Plant area: warehouse
Shift: morning
Temperature C: 74.7
Vibration mm/s: 2.3
Pressure bar: 3.5
RPM: 1490
Noise dB: 67.0
Oil quality percent: 40.3
Hours since service: 311
Error code: PRESS-190
Technician note: operator reports reduced flow after the last material changeover
Sensor summary: filter replacement likely","{""confidence"": 0.84, ""immediate_steps"": [""Check upstream flow and pressure readings."", ""Confirm the filter part number."", ""Replace the filter at the next safe stop.""], ""maintenance_plan"": ""Change the intake filter and review whether the service interval should be shortened for this material."", ""recommended_action"": ""replace_filter"", ""root_cause_hypothesis"": ""The pressure drop is more consistent with filter restriction than a drive fault."", ""safety_note"": ""Do not bypass the filter interlock to keep production running."", ""severity"": ""medium""}",replace_filter,medium
ollama-ex-01597,PMP-1597,industrial pump,quality lab,morning,74.8,3.9,5.1,1434,69.7,70.2,366,WARN-210,minor drift was noticed across two shifts but production is continuing,planned inspection recommended,"Machine PMP-1597 is an industrial pump in the quality lab area on the morning shift. Sensors report temperature 74.8 C, vibration 3.9 mm/s, pressure 5.1 bar, rpm 1434, noise 69.7 dB, oil quality 70.2 percent, and 366 hours since service. Error code: WARN-210. Operator note: minor drift was noticed across two shifts but production is continuing. Summary: planned inspection recommended.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: PMP-1597
Machine type: industrial pump
Plant area: quality lab
Shift: morning
Temperature C: 74.8
Vibration mm/s: 3.9
Pressure bar: 5.1
RPM: 1434
Noise dB: 69.7
Oil quality percent: 70.2
Hours since service: 366
Error code: WARN-210
Technician note: minor drift was noticed across two shifts but production is continuing
Sensor summary: planned inspection recommended","{""confidence"": 0.76, ""immediate_steps"": [""Keep the machine under observation."", ""Add the asset to the next maintenance window."", ""Compare current telemetry with the last three shift logs.""], ""maintenance_plan"": ""Schedule inspection during the next planned downtime and check alignment, guards, belts, and sensor calibration."", ""recommended_action"": ""schedule_inspection"", ""root_cause_hypothesis"": ""The telemetry shows early drift but not an immediate failure condition."", ""safety_note"": ""If vibration or temperature rises sharply, stop the machine and reassess the risk."", ""severity"": ""medium""}",schedule_inspection,medium
ollama-ex-00352,CNC-0352,CNC mill,fabrication,night,63.3,1.9,7.0,1442,62.7,84.8,166,OK,machine completed the previous batch without intervention,normal production behavior,"Machine CNC-0352 is a CNC mill in the fabrication area on the night shift. Sensors report temperature 63.3 C, vibration 1.9 mm/s, pressure 7.0 bar, rpm 1442, noise 62.7 dB, oil quality 84.8 percent, and 166 hours since service. Error code: OK. Operator note: machine completed the previous batch without intervention. Summary: normal production behavior.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: CNC-0352
Machine type: CNC mill
Plant area: fabrication
Shift: night
Temperature C: 63.3
Vibration mm/s: 1.9
Pressure bar: 7.0
RPM: 1442
Noise dB: 62.7
Oil quality percent: 84.8
Hours since service: 166
Error code: OK
Technician note: machine completed the previous batch without intervention
Sensor summary: normal production behavior","{""confidence"": 0.84, ""immediate_steps"": [""Keep current load settings."", ""Confirm product quality at the normal sampling interval."", ""Escalate only if a new warning code appears.""], ""maintenance_plan"": ""Continue standard monitoring and perform the next planned service on schedule."", ""recommended_action"": ""normal_operation"", ""root_cause_hypothesis"": ""The readings match normal operating baselines for this machine type."", ""safety_note"": ""Maintain normal guarding and lockout procedures during routine service."", ""severity"": ""low""}",normal_operation,low
ollama-ex-01577,CMP-1577,compressor,paint shop,afternoon,74.5,2.9,7.0,1422,71.5,67.1,186,INFO-145,operator heard a light intermittent rattle near the guard panel,planned inspection recommended,"Machine CMP-1577 is a compressor in the paint shop area on the afternoon shift. Sensors report temperature 74.5 C, vibration 2.9 mm/s, pressure 7.0 bar, rpm 1422, noise 71.5 dB, oil quality 67.1 percent, and 186 hours since service. Error code: INFO-145. Operator note: operator heard a light intermittent rattle near the guard panel. Summary: planned inspection recommended.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: CMP-1577
Machine type: compressor
Plant area: paint shop
Shift: afternoon
Temperature C: 74.5
Vibration mm/s: 2.9
Pressure bar: 7.0
RPM: 1422
Noise dB: 71.5
Oil quality percent: 67.1
Hours since service: 186
Error code: INFO-145
Technician note: operator heard a light intermittent rattle near the guard panel
Sensor summary: planned inspection recommended","{""confidence"": 0.76, ""immediate_steps"": [""Notify maintenance planning."", ""Ask the operator to log any repeated noise or quality drift."", ""Avoid increasing load until the inspection is complete.""], ""maintenance_plan"": ""Schedule inspection during the next planned downtime and check alignment, guards, belts, and sensor calibration."", ""recommended_action"": ""schedule_inspection"", ""root_cause_hypothesis"": ""The warning pattern suggests degradation that should be checked before it becomes urgent."", ""safety_note"": ""Do not remove guards while the machine is energized."", ""severity"": ""medium""}",schedule_inspection,medium
ollama-ex-04403,OVN-4403,thermal oven,line 1,night,112.4,10.8,10.1,2226,102.8,18.2,480,OVERHEAT-999,critical alarm is active and the operator reports visible shaking,immediate stop required,"Machine OVN-4403 is a thermal oven in the line 1 area on the night shift. Sensors report temperature 112.4 C, vibration 10.8 mm/s, pressure 10.1 bar, rpm 2226, noise 102.8 dB, oil quality 18.2 percent, and 480 hours since service. Error code: OVERHEAT-999. Operator note: critical alarm is active and the operator reports visible shaking. Summary: immediate stop required.","You are PlantOps-MaintenanceAI, a cautious maintenance assistant for industrial machines. Return strict JSON only. The JSON must contain recommended_action, severity, confidence, root_cause_hypothesis, immediate_steps, maintenance_plan, and safety_note.","Analyze this machine telemetry report and return the maintenance decision as strict JSON.

Machine: OVN-4403
Machine type: thermal oven
Plant area: line 1
Shift: night
Temperature C: 112.4
Vibration mm/s: 10.8
Pressure bar: 10.1
RPM: 2226
Noise dB: 102.8
Oil quality percent: 18.2
Hours since service: 480
Error code: OVERHEAT-999
Technician note: critical alarm is active and the operator reports visible shaking
Sensor summary: immediate stop required","{""confidence"": 0.88, ""immediate_steps"": [""Stop the machine immediately using the approved shutdown procedure."", ""Keep personnel clear of the asset."", ""Escalate to maintenance and safety leadership.""], ""maintenance_plan"": ""Lock out the machine, inspect the drive, bearings, cooling path, and controls, then approve restart only after corrective action."", ""recommended_action"": ""emergency_shutdown"", ""root_cause_hypothesis"": ""Multiple critical sensors exceeded safe operating thresholds."", ""safety_note"": ""Do not attempt to continue production under a critical alarm."", ""severity"": ""critical""}",emergency_shutdown,critical
